col_0,col_1,N,(%)
,01: Conrad Kongkal Sangma (BJP),96,21.3
,02: Mukul Sangma (Cong),107,23.7
,03: Donkupar Roy (UDP),2,.4
,08: Kalpana D. Sangma (GNC),2,.5
,11: Ampareen Lyngdoh (Congress),2,.4
,27: Other NPP leaders,6,1.4
,28: Other UDP leaders,4,.8
,95: Other leaders,20,4.5
,97: Can’t say,178,39.2
,98: No response,35,7.8
,Total,453,100.0
