col_0,col_1,N,(%)
,1: Many times a day,591,2.4
,2: Once or twice a day,525,2.2
,3: Some days a week,578,2.4
,4: Some days a month,439,1.8
,5: Very rarely,734,3.0
,6: Never,8448,34.9
,7: No account,11316,46.7
,8: No response,1603,6.6
,Total,24235,100.0
