col_0,col_1,N,(%),Valid (%)
Valid,1: Daily,1743,7.2,12.0
,2: Sometimes,3014,12.4,20.7
,3: Rarely,1952,8.1,13.4
,4: Never,6827,28.2,46.8
,8: No response,1045,4.3,7.2
