col_0,col_1,N,(%)
,1: A lot,495,51.9
,2: Somewhat,202,21.2
,3: Very little,112,11.7
,4: Don’t like at all,101,10.5
,7: Can't say,32,3.4
,8: No response,12,1.3
,Total,954,100.0
