col_0,col_1,N,(%)
,1: Very important,1425,82.3
,2: Somewhat important,180,10.4
,3: Not much important,29,1.6
,4: Not at all important,59,3.4
,7: Can't say,8,.4
,8 8: No response,31,1.8
,Total,1732,100.0
