col_0,col_1,N,(%)
,1: Like a lot,110,34.6
,2: Like somewhat,135,42.7
,3: Like somewhat,30,9.3
,4: Don’t like at all,29,9.2
,8: No response,13,4.2
,Total,317,100.0
