col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,1: Male,,10011,,,50.9,,
,,2: Female,,9582,,,48.7,,
,,3: Others,,70,,,.4,,
,,Total,,19663,,,100.0,,
