col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: A lot,,1659,,,16.6,,
,,02: Somewhat,,3186,,,31.8,,
,,03: Not much,,1988,,,19.8,,
,,04: Not at all,,1803,,,18.0,,
,,98: Don‟t know,,1384,,,13.8,,
,,Total,,10019,,,100.0,,
