col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Frequently,,1099,,,11.0,,
,,02: Sometimes,,3139,,,31.3,,
,,03: Rarely,,1512,,,15.1,,
,,04: Never,,2559,,,25.5,,
,,98: Don‟t know,,1711,,,17.1,,
,,Total,,10019,,,100.0,,
