col_0,col_1,N,(%)
,1: A lot,79,21.9
,2: Somewhat,182,50.9
,3: Very little,46,12.7
,4: Don’t like at all,8,2.2
,7: Can't say,24,6.7
,8: No response,20,5.5
,Total,358,100.0
