col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Easier,,1194,,,11.9,,
,,02: Difficult,,6228,,,62.2,,
,,03: Stayed the same,,1836,,,18.3,,
,,98: Don‟t know,,762,,,7.6,,
,,Total,,10019,,,100.0,,
