col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Has affect,,5734,,,57.2,,
,,02: Has no affect,,2854,,,28.5,,
,,98: Don‟t know,,1432,,,14.3,,
,,Total,,10019,,,100.0,,
