col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Daily,,1281,,,6.5,,
,,02: Weekly,,3664,,,18.6,,
,,03: On festivals,,6828,,,34.7,,
,,04: Very rarely,,3961,,,20.1,,
,,05: Never,,2825,,,14.4,,
,,98: No response,,1104,,,5.6,,
,,Total,,19663,,,100.0,,
