col_0,col_1,N,(%),Valid (%)
Valid,1: Up to 25 yrs,3188,13.2,13.2
,2: 26-35 yrs,6250,25.8,25.8
,3: 36-45 yrs,5525,22.8,22.8
,4: 46-55 yrs,4252,17.5,17.6
,5: 56 yrs. and above,5006,20.7,20.7
,Total,24221,99.9,100.0
Missing,98: No answer,15,.1,
Total,,24235,100.0,
