col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,04: Big City (5-10 lakh),,1368,,,7.0,,
,,05: Metropolitan City (Above 10 lakh),,1262,,,6.4,,
,,Total,,19663,,,100.0,,
