col_0,col_1,N,(%)
,1: Very religious,4351,43.5
,2: Somewhat religious,3632,36.3
,3: Not much,1156,11.6
,4: Not at all,287,2.9
,8: Can't say,583,5.8
,Total,10010,100.0
