col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,1: Statement 1: Regular change of government/ruling party promotes development,,11400,,,58.0,,
,,"2: Statement 2: For the proper development of a country, it is important that the same party is in power for a long time",,6342,,,32.3,,
,,98: No response,,1921,,,9.8,,
,,Total,,19663,,,100.0,,
