col_0,col_1,N,(%)
,1: A lot,89,17.9
,2: Somewhat,231,46.4
,3: Very little,93,18.7
,4: Don’t like at all,64,12.8
,7: Can't say,17,3.3
,8: No response,4,.9
,Total,498,100.0
