col_0,col_1,N,(%)
,1: Like a lot,85,28.1
,2: Like somewhat,104,34.2
,3: Like somewhat,46,15.3
,4: Don’t like at all,63,20.8
,8: No response,5,1.7
,Total,303,100.0
