col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Daily,,9894,,,50.3,,
,,02: Weekly,,4197,,,21.3,,
,,03: On festivals,,2541,,,12.9,,
,,04: Very rarely,,1565,,,8.0,,
,,05: Never,,852,,,4.3,,
,,98: No response,,614,,,3.1,,
,,Total,,19663,,,100.0,,
