col_0,col_1,N,(%)
,1: Fully like,95,12.3
,2: Somewhat like,164,21.1
,3: Somewhat dislike,156,20.1
,4: Fully dislike,233,30.0
,8: Can't say,57,7.4
,9: No response,71,9.1
,Total,776,100.0
