col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Fully satisfied,,4527,,,23.0,,
,,02: Somewhat satisfied,,7080,,,36.0,,
,,03: Somewhat dissatisfied,,3669,,,18.7,,
,,04: Fully dissatisfied,,3434,,,17.5,,
,,98: No response,,953,,,4.8,,
,,Total,,19663,,,100.0,,
