col_0,col_1,N,(%)
,1: Improved a lot,74,16.7
,2: Improved somewhat,110,24.8
,3: Worsened somewhat,15,3.3
,4: Worsened a lot,34,7.7
,7: Can't say,135,30.5
,8: No response,75,17.0
,Total,443,100.0
