col_0,col_1,N,(%)
,1: Like a lot,53,10.3
,2: Like somewhat,136,26.7
,3: Like somewhat,108,21.1
,4: Don’t like at all,150,29.5
,8: No response,63,12.4
,Total,510,100.0
