col_0,col_1,N,(%),Valid (%)
Valid,1: Fully support,4084,16.9,33.9
,2: Somewhat support,3757,15.5,31.2
,3: Somewhat oppose,878,3.6,7.3
,4: Fully oppose,1015,4.2,8.4
,7: Can't say,895,3.7,7.4
,8: No response,1411,5.8,11.7
,Total,12041,49.7,100.0
Missing,System,12194,50.3,
Total,,24235,100.0,
