col_0,col_1,N,(%)
,1: Fully satisfied,675,40.5
,2: Somewhat satisfied,607,36.4
,3: Somewhat dissatisfied,133,8.0
,4: Fully dissatisfied,137,8.2
,7: Can't say,49,2.9
,8: No response,66,3.9
,Total,1667,100.0
