col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Increased,,7081,,,70.7,,
,,02: Decreased,,1328,,,13.3,,
,,03: Stayed the same,,1310,,,13.1,,
,,98: Don‟t know,,300,,,3.0,,
,,Total,,10019,,,100.0,,
