col_0,col_1,N,(%)
,094: INPT,9,.0
,101: RLD,88,.4
,103: Quami Ekta Dal (QED),3,.0
,109: Left Front,11,.0
,117: MES,1,.0
,120: NDPP,0,.0
,121: BLF,1,.0
,126: VBA,16,.1
,131: UDF supported Independent,10,.0
,132: LDF supported Independent,9,.0
,900: Independent,0,.0
,901: No party,3,.0
,902: NOTA,5,.0
,903: Not a supporter of any particular party,2326,9.6
,994:Don’t remember/Don't know,6730,27.8
,997: Any other party,78,.3
,998: No response,3196,13.2
,Total,24235,100.0
