col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Congress/INC,,2270,,,22.7,,
,,02: BJP/ Bharatiya Janata Party,,4135,,,41.3,,
,,03: BSP/ Bahujan Samaj Party,,274,,,2.7,,
,,04: CPI/ Communist Party of India,,107,,,1.1,,
,,05: CPI-M/ Communist Party of India Marxist,,120,,,1.2,,
,,06: CPI-ML/ Communist Party of India Marxist- Leninist,,21,,,.2,,
,,07: NCP (Ajit Pawar)/ Nationalist Congress Party,,15,,,.1,,
