col_0,col_1,N,(%)
,1: Very important,298,48.5
,2: Somewhat important,50,8.1
,3: Not much important,48,7.9
,4: Not at all important,105,17.0
,8: No response,54,8.8
,9: N.A.,60,9.8
,Total,615,100.0
