col_0,col_1,N,(%)
,1: Like a lot,75,24.9
,2: Like somewhat,69,23.0
,3: Like somewhat,41,13.7
,4: Don’t like at all,50,16.7
,8: No response,65,21.6
,Total,300,100.0
