col_0,col_1,N,(%)
,1: Like a lot,35,11.0
,2: Like somewhat,76,24.1
,3: Like somewhat,66,20.9
,4: Don’t like at all,114,36.1
,8: No response,25,7.9
,Total,317,100.0
