col_0,col_1,N,(%)
,1: Very important,199,32.4
,2: Somewhat important,57,9.2
,3: Not much important,42,6.9
,4: Not at all important,179,29.1
,8: No response,65,10.6
,9: N.A.,73,11.9
,Total,615,100.0
