col_0,col_1,N,(%)
,1: Many times a day,282,2.8
,2: Once or twice a day,300,3.0
,3: Some days a week,286,2.9
,4: Some days a month,206,2.1
,5: Very rarely,309,3.1
,6: Never,2951,29.5
,7: No account,4573,45.7
