col_0,col_1,N,(%)
,1: A lot,119,7.4
,2: Somewhat,538,33.4
,3: Very little,330,20.5
,4: Don’t like at all,365,22.7
,7: Can't say,108,6.7
,8: No response,148,9.2
,Total,1610,100.0
