col_0,col_1,N,(%),Valid (%)
Valid,001: INC,32,4.9,20.6
,002: BJP,84,13.0,55.0
,003: BSP,4,.6,2.6
,005: CPI,2,.4,1.5
,014: JMM,13,2.0,8.6
,043: AJSUP,1,.1,.5
