col_0,col_1,N,(%),Valid (%)
Valid,01: People/protestors,238,21.2,45.5
,02: Civil Society,56,5.0,10.7
,03: Students,33,2.9,6.3
,04: Protests by political parties (generally),24,2.1,4.6
,05: AGP/AGP leaders,3,.3,.6
,06: Congress/Congress leaders,63,5.6,12.1
,07: NPP/Conrad Sangma,1,.1,.2
,08: BJP,2,.2,.4
,25: Others,5,.4,1.0
,98: No response,97,8.7,18.7
,Total,522,46.5,100.0
Missing,99: NA,599,53.5,
Total,,1121,100.0,
