col_0,col_1,N,(%),Valid (%)
Valid,001: INC,356,45.9,46.1
,002: BJP,344,44.4,44.6
,003: BSP,6,.8,.8
,007: AITC,2,.3,.3
,008: JD-U,2,.3,.3
,021: AIMIM,1,.1,.1
,026: AGP,1,.1,.1
,036: BTP,11,1.5,1.5
,077: RLP,1,.1,.1
,900: Independent,1,.1,.1
,996: Can't say,16,2.1,2.1
,997: Any other party,14,1.8,1.8
,998: No response,16,2.1,2.1
