col_0,col_1,N,(%)
,1: A lot,247,26.6
,2: Somewhat,276,29.8
,3: Very little,123,13.2
,4: Don’t like at all,169,18.2
,7: Can't say,101,10.8
,8: No response,13,1.5
,Total,929,100.0
