col_0,col_1,N,(%)
,1: Very important,1254,72.4
,2: Somewhat important,234,13.5
,3: Not much important,120,6.9
,4: Not at all important,77,4.5
,7: Can't say,9,.5
,8 8: No response,38,2.2
,Total,1732,100.0
