col_0,col_1,N,(%)
,1: A lot,340,43.9
,2: Somewhat,208,26.8
,3: Very little,111,14.3
,4: Don’t like at all,89,11.5
,7: Can't say,11,1.5
,8: No response,15,2.0
,Total,775,100.0
