col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,"01: Up to 2,000",,731,,,3.7,,
,,"02: 2,001 to 5,000",,1272,,,6.5,,
,,"03: 5,001to 10,000",,3673,,,18.7,,
,,"04: 10,001 to 30,000",,8219,,,41.8,,
,,"05: 30,001 to 50,000",,2480,,,12.6,,
,,"06: 50,001 to 80,000",,1001,,,5.1,,
,,"07: 80,000 to 1 lakh",,386,,,2.0,,
,,08: 1 lakh to 2 lakh,,226,,,1.2,,
,,09: 2 lakh and above,,121,,,.6,,
,,98: No answer,,1553,,,7.9,,
,,Total,,19663,,,100.0,,
