col_0,col_1,N,(%)
,1: Like a lot,28,9.2
,2: Like somewhat,39,12.8
,3: Like somewhat,53,17.5
,4: Don’t like at all,177,58.3
,8: No response,6,2.1
,Total,303,100.0
