col_0,col_1,N,(%)
,1: Like a lot,131,16.3
,2: Like somewhat,342,42.6
,3: Like somewhat,155,19.3
,4: Don’t like at all,143,17.8
,8: No response,32,3.9
,Total,802,100.0
