col_0,col_1,N,(%)
,1: A lot,144,8.3
,2: Somewhat,302,17.4
,3: Very little,420,24.3
,4: Don’t like at all,694,40.1
,7: Can't say,98,5.7
,8: No response,74,4.3
,Total,1732,100.0
