col_0,col_1,N,(%)
,1: Chandrababu Naidu,376,40.4
,2: Narendra Modi,128,13.7
,3: Both,47,5.0
,4: Neither,244,26.2
,7: Can't say,116,12.5
,8: No response,19,2.1
,Total,929,100.0
