col_0,col_1,N,(%)
,2: Somewhat agree,54,8.8
,3: Somewhat disagree,50,8.1
,4: Fully disagree,133,21.6
,7: Can't say,16,2.6
,8: No response,33,5.3
,Total,615,100.0
