col_0,col_1,N,(%)
,1: Like a lot,128,20.0
,2: Like somewhat,102,16.0
,3: Like somewhat,110,17.2
,4: Don’t like at all,244,38.3
,8: No response,54,8.4
,Total,637,100.0
