col_0,col_1,N,(%),Valid (%)
Valid,1: No,4026,16.6,45.6
,2: Yes,1584,6.5,17.9
,7: Don't know,2032,8.4,23.0
,8: No response,1188,4.9,13.5
,Total,8830,36.4,100.0
Missing,9: N.A.,3211,13.2,
,System,12194,50.3,
,Total,15405,63.6,
Total,,24235,100.0,
