col_0,col_1,N,(%)
,06: Jayant Choudhary (RLD),1,.1
,07: Shivpal Yadav (PSP-L),26,.9
,08: Rajnath Singh (BJP),11,.4
,09: Ajit Singh (RLD),3,.1
,11: Raj Babbar(Cong),5,.2
,12: Mulayam Singh Yadav (SP),12,.4
,13: Priyanka Gandhi (Cong),39,1.4
,25: Other Cong leaders,13,.5
,26: Other BJP leaders,44,1.6
,27: Other SP leaders,2,.1
,31: SBSP leader,1,.0
,95: Other leaders,90,3.3
,97: Can’t say,407,15.1
,98: No response,187,6.9
,Total,2705,100.0
