col_0,col_1,N,(%)
,1: Like a lot,37,9.5
,2: Like somewhat,85,21.7
,3: Like somewhat,137,35.2
,4: Don’t like at all,127,32.7
,8: No response,4,1.0
,Total,390,100.0
