col_0,col_1,N,(%),Valid (%)
Valid,1: No,6051,25.0,50.3
,2: Yes,4697,19.4,39.0
,7: Can't say,643,2.7,5.3
,8: No response,650,2.7,5.4
,Total,12041,49.7,100.0
Missing,System,12194,50.3,
Total,,24235,100.0,
