col_0,col_1,N,(%),Valid (%)
Valid,1: Rahul Gandhi,3817,15.7,31.7
,2: Narendra Modi,5833,24.1,48.4
,3: Both,336,1.4,2.8
,4: Neither,743,3.1,6.2
,7: Can't say,875,3.6,7.3
,8: No response,437,1.8,3.6
,Total,12041,49.7,100.0
Missing,System,12194,50.3,
Total,,24235,100.0,
