col_0,col_1,N,(%)
,1: Strongly like,425,15.7
,2: Somewhat like,1150,42.5
,3: Somewhat dislike,449,16.6
,4: Strongly dislike,459,17.0
,7: Can't say,125,4.6
,8: No response,97,3.6
,Total,2705,100.0
