col_0,col_1,N,(%)
,1: A lot,9,2.5
,2: Somewhat,140,39.2
,3: Very little,42,11.7
,4: Don’t like at all,100,28.0
,7: Can't say,45,12.7
,8: No response,22,6.0
,Total,358,100.0
