col_0,col_1,N,(%),Valid (%)
Valid,1: Neither mosque nor temple,686,2.8,8.9
,2: Mosque should be built,766,3.2,10.0
,3: Temple should be built,2827,11.7,36.7
,4: Both mosque and temple should be built,1929,8.0,25.1
,6: Others,244,1.0,3.2
,7: Can't say,784,3.2,10.2
