col_0,col_1,N,(%)
,1: Many times a day,3039,12.5
,2: Once or twice a day,2520,10.4
,3: Some days a week,954,3.9
,4: Some days a month,393,1.6
,5: Very rarely,742,3.1
,6: Never,6906,28.5
,7: No account,8273,34.1
,8: No response,1408,5.8
,Total,24235,100.0
