col_0,col_1,N,(%)
,1: Many times a day,2270,22.7
,2: Once or twice a day,927,9.3
,3: Some days a week,285,2.8
,4: Some days a month,130,1.3
,5: Very rarely,177,1.8
,6: Never,2141,21.4
,7: No account,3095,30.9
,8: No response,986,9.8
,Total,10010,100.0
