col_0,col_1,N,(%),Valid (%)
Valid,1: Central government,3879,16.0,71.7
,2: State government,707,2.9,13.1
,3: Local politician,131,.5,2.4
,4: Local Bureaucrat,102,.4,1.9
,5: Other,39,.2,.7
,6: Both Central and State government,44,.2,.8
,8: No response,505,2.1,9.3
,Total,5407,22.3,100.0
Missing,9: N.A.,18828,77.7,
Total,,24235,100.0,
