col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Rahul Gandhi,,2658,,,26.5,,
,,02: Narendra Modi,,4772,,,47.6,,
,,03: Arvind Kejriwal,,332,,,3.3,,
,,04: Sharad Pawar,,114,,,1.1,,
,,05: Mamatha Banerjee,,316,,,3.2,,
,,06: M. K. Stalin,,74,,,.7,,
,,07: Akhilesh Yadav,,253,,,2.5,,
,,08: Naveen Patnaik,,38,,,.4,,
,,09: Jagan Reddy,,22,,,.2,,
,,97: Any other,,406,,,4.1,,
,,98: Don‟t know,,1035,,,10.3,,
,,Total,,10019,,,100.0,,
