col_0,col_1,N,(%)
,001: Congress,55,18.6
,002: BJP,6,1.9
,008: JD-U,1,.4
,022: TDP,1,.3
,081: Hamro Sikkim,1,.3
,082: TRS,189,63.7
,902: NOTA,2,.8
,998: No response/Can’t say,41,14.0
,Total,297,100.0
