col_0,col_1,N,(%)
,1: A lot,52,14.5
,2: Somewhat,167,46.7
,3: Very little,51,14.1
,4: Don’t like at all,33,9.3
,7: Can't say,33,9.1
,8: No response,23,6.3
,Total,358,100.0
