col_0,col_1,N,(%)
,1: Fully support,189,24.3
,2: Somewhat support,386,49.8
,3: Somewhat oppose,56,7.2
,4: Fully oppose,98,12.7
,8: No response,46,6.0
,Total,775,100.0
