col_0,col_1,N,(%),Valid (%)
Valid,1: Not heard,4495,18.5,36.9
,2: Heard,7699,31.8,63.1
,Total,12194,50.3,100.0
Missing,System,12041,49.7,
Total,,24235,100.0,
